3700	81487.40984	26185.51408	0.815107	0.235754	2.99157	0.0434023	3.47948	2.49275
3800	84540.59459	26937.23896	0.823678	0.23341	3.01053	0.0299625	3.5567	2.55198
3900	87742.78075	23750.01757	0.844481	0.20444	2.99856	0.0203696	3.56554	2.50847
4000	87017.01613	27016.29673	0.824183	0.220837	3.00015	0.0449061	3.46396	2.47289
4100	91195.53226	25831.43683	0.833194	0.219149	2.98468	0.0234746	3.47713	2.44228
4200	100150.1366	29692.91537	0.821532	0.247645	3.00748	0.0314623	3.62305	2.55817
4300	94646.04839	25945.41183	0.834952	0.220156	2.98958	0.0280626	3.44201	2.40537
4400	104169.5323	28324.56568	0.844769	0.204429	2.98605	0.018653		3.64076	2.55302
4500	106563.3871	29678.10133	0.837822	0.2266	3.008	0.0358941	3.58018	2.50174
4600	112164.867	29133.68169	0.848912	0.217126	3.00857	0.0261071	3.7421	2.59924
4700	111253.0324	30990.85425	0.833882	0.226896	3.00562	0.0269517	3.6168	2.54504
4800	115872.288	32580.65353	0.83103	0.24233	3.01083	0.0322551	3.63603	2.54959
4900	120136.9946	33132.28426	0.834635	0.234635	2.99629	0.0370685	3.69379	2.57327
5000	121100.2787	35568.99555	0.819343	0.250409	3.01976	0.0203045	3.59468	2.52781
5100	123501.0546	35710.72782	0.821114	0.23618	2.98369	0.0209756	3.62685	2.56792
5200	129321.8495	33834.19805	0.844348	0.215774	2.99773	0.0239002	3.72914	2.59496
5300	137637.8883	40317.63626	0.847401	0.213306	3.01242	0.0271584	3.80297	2.66754
5400	128596.50	40165.17076	0.817493	0.24806	3.00081	0.0240584	3.62119	2.56717
5500	133734.0656	39176.1602	0.820405	0.248033	2.9932	0.0226891	3.64513	2.55232
5600	138608.8541	40720.66089	0.83324	0.229054	2.99914	0.0143828	3.70351	2.60306
5700	138989.3511	44423.10255	0.838357	0.217611	3.00561	0.0181983	3.65729	2.60954
5800	143940.0924	39603.6089	0.836469	0.217396	2.99641	0.028289		3.68017	2.59021
5900	147710.326	40199.7492	0.8167	0.255361	2.99047	0.0283251	3.71327	2.5844
6000	158405.9842	38294.25084	0.860875	0.200264	3.00453	0.0163044	3.90549	2.70257
6100	154164.2143	41653.38476	0.827714	0.245243	3.00148	0.0165748	3.76906	2.63552
6200	153843.7831	41567.4281	0.854274	0.195719	2.99313	0.0204109	3.67844	2.57498
6300	158953.5789	44593.93523	0.858225	0.190661	2.98968	0.0254507	3.75413	2.62251
6400	159772.1087	46368.72864	0.831074	0.233112	3.01009	0.0284835	3.72708	2.63563
6500	160932.5738	45265.15974	0.825045	0.239424	2.98268	0.0245019	3.68317	2.58411
6600	168325.8677	50394.1972	0.8512	0.195876	3.00215	0.0162758	3.79098	2.66504
6700	168935.6257	52556.10004	0.804578	0.269381	3.0074	0.0223709	3.74254	2.65539
6800	182241.9784	52354.90938	0.834618	0.239754	3.00488	0.0212626	3.86075	2.70589
6900	179519.3938	55377.84965	0.866404	0.164658	3.00275	0.0263771	3.80561	2.68754
7000	180963.125	51868.77999	0.83212	0.236229	2.99411	0.0137778	3.76893	2.6418
7100	188454.0582	48174.46551	0.859894	0.196926	2.99648	0.0214575	3.85291	2.66743
7200	190804.8698	53988.62146	0.863825	0.185305	3.005	0.0120541	3.85143	2.6842
7300	195342.0222	57793.28998	0.817329	0.258378	3.00058	0.0143256	3.85843	2.71967
7400	186456.9738	57442.37456	0.85192	0.191053	2.99143	0.0158538	3.67532	2.59574
7500	192604.4084	53189.20075	0.864775	0.174732	3.00149	0.0173737	3.77317	2.63521
7600	201141.8289	57654.68496	0.845278	0.218372	2.99711	0.0177596	3.87486	2.72371
7700	212568.9043	54858.01867	0.854544	0.221419	3.00673	0.017327		3.92207	2.70197
7800	214265.306	56341.04247	0.830496	0.247162	2.99054	0.0148985	3.95814	2.73741
7900	210309.599	60827.11847	0.864282	0.177369	2.99663	0.0177937	3.89085	2.71462
8000	214251.7747	60068.09094	0.825676	0.24967	3.00138	0.0142776	3.80638	2.67131
8100	208909.3652	61619.1055	0.802831	0.276321	2.99158	0.0172845	3.75786	2.64812
8200	221928.0272	64319.12939	0.834066	0.237819	3.00446	0.0158067	3.88988	2.7396
8300	223212.1000	64325.74716	0.840402	0.221399	2.99701	0.0262738	3.87806	2.73319
8400	221554.7895	67293.1383	0.853873	0.200831	2.99836	0.0213687	3.85431	2.69675
8500	231661.044	60872.03694	0.826615	0.257726	2.99581	0.0208594	3.88062	2.68032
8600	231122.2258	68352.75022	0.837163	0.231186	3.0013	0.0274857	3.8888	2.75143
8700	238732.7622	66057.37608	0.84389	0.221547	2.99393	0.0175759	3.88707	2.7176
8800	246103.8824	67721.05579	0.848986	0.2212	3.00818	0.0198308	3.98467	2.78586
8900	258508.9171	68531.04838	0.825094	0.264575	3.00413	0.0171649	4.063	2.82307
9000	249158.2155	74777.69783	0.812778	0.26944	3.00056	0.0134208	3.94463	2.77943
9100	248091.2418	74471.56567	0.821726	0.252426	2.99132	0.019631		3.86702	2.70768
9200	255611.9096	61172.38321	0.860479	0.194656	2.98502	0.0140181	3.96922	2.74399
9300	260512.3404	68603.31141	0.852666	0.217972	3.0003	0.0131608	3.98585	2.76797
9400	275329.3607	69741.39642	0.837357	0.247233	2.99157	0.0110835	4.05079	2.79646
9500	267887.8032	75982.01802	0.848074	0.222061	3.00324	0.0244501	4.01551	2.80651
9600	274575.3568	73284.04916	0.849128	0.217302	3.00767	0.0177566	3.99552	2.79317
9700	265964.1413	77539.82875	0.828215	0.241837	2.99763	0.0183198	3.91922	2.76443
9800	275644.672	72888.94465	0.845047	0.225767	3.00347	0.0231351	3.98308	2.76272
9900	274762.6796	83443.46194	0.817763	0.256852	2.99277	0.0184118	3.91135	2.76128
10000	280467.086	81982.61319	0.844766	0.214516	3.00418	0.0183379	3.95971	2.7884
